modified_date__v,extract,extract_label,column_name,column_label,type,length,related_extract
,Object.connection_stats__sys,Connection Stats,link__sys,Link,String,255,
,Object.connection_stats__sys,Connection Stats,messages_failed__sys,Messages Failed,Number,,
,Object.connection_stats__sys,Connection Stats,messages_received__sys,Messages Received,Number,,
,Object.connection_stats__sys,Connection Stats,messages_sent__sys,Messages Sent,Number,,
,Object.connection_stats__sys,Connection Stats,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.connection_stats__sys,Connection Stats,name__v,Name,String,128,
,Object.connection_stats__sys,Connection Stats,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.controlled_vocabulary__v,Controlled Vocabulary,id,ID,String,100,
,Object.controlled_vocabulary__v,Controlled Vocabulary,modified_date__v,Last Modified Date,DateTime,,
,Object.controlled_vocabulary__v,Controlled Vocabulary,age_range_start__v,Age Range Start,Number,,
,Object.controlled_vocabulary__v,Controlled Vocabulary,agency__v,Agency,Relationship,,Object.organization__v
,Object.controlled_vocabulary__v,Controlled Vocabulary,api_name__v,API Name,String,128,
,Object.controlled_vocabulary__v,Controlled Vocabulary,assessment_result__v,Assessment Result,Picklist,46,Picklist.picklist__sys
,Object.controlled_vocabulary__v,Controlled Vocabulary,assessment_result_override__v,Assessment Result Override,Picklist,46,Picklist.picklist__sys
,Object.controlled_vocabulary__v,Controlled Vocabulary,causality_established__v,Causality Established,Boolean,,
,Object.controlled_vocabulary__v,Controlled Vocabulary,created_by__v,Created By,Relationship,,Object.user__sys
,Object.controlled_vocabulary__v,Controlled Vocabulary,created_date__v,Created Date,DateTime,,
,Object.controlled_vocabulary__v,Controlled Vocabulary,e2b_code__v,E2B Code,String,20,
,Object.controlled_vocabulary__v,Controlled Vocabulary,e2b_default_value__v,E2B Default Value,Boolean,,
,Object.controlled_vocabulary__v,Controlled Vocabulary,fda_concept_code__v,FDA Concept Code,String,20,
,Object.controlled_vocabulary__v,Controlled Vocabulary,global_id__sys,Global ID,String,200,
,Object.controlled_vocabulary__v,Controlled Vocabulary,hcp__v,Qualified HCP,Boolean,,
,Object.controlled_vocabulary__v,Controlled Vocabulary,lifecycle__v,Lifecycle,String,100,
,Object.controlled_vocabulary__v,Controlled Vocabulary,link__sys,Link,String,255,
,Object.controlled_vocabulary__v,Controlled Vocabulary,literature__v,Literature,Boolean,,
,Object.controlled_vocabulary__v,Controlled Vocabulary,method_of_assessment__v,Method of Assessment,Picklist,46,Picklist.picklist__sys
,Object.controlled_vocabulary__v,Controlled Vocabulary,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.controlled_vocabulary__v,Controlled Vocabulary,name__v,Name,String,128,
,Object.controlled_vocabulary__v,Controlled Vocabulary,object_type__v,Type,Relationship,,Object.object_type__v
,Object.controlled_vocabulary__v,Controlled Vocabulary,reason_omitted__v,Reason Omitted,Boolean,,
,Object.controlled_vocabulary__v,Controlled Vocabulary,registration_category__v,Registration Category,Picklist,46,Picklist.picklist__sys
,Object.controlled_vocabulary__v,Controlled Vocabulary,retransmittable__v,Re-Transmittable,Boolean,,
,Object.controlled_vocabulary__v,Controlled Vocabulary,solicited_report__v,Solicited Report,Boolean,,
,Object.controlled_vocabulary__v,Controlled Vocabulary,source_type__v,Source Type,Picklist,46,Picklist.picklist__sys
,Object.controlled_vocabulary__v,Controlled Vocabulary,state__v,Lifecycle State,String,100,
,Object.controlled_vocabulary__v,Controlled Vocabulary,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.core_rmp__v,Core Risk Management Plan,id,ID,String,100,
,Object.core_rmp__v,Core Risk Management Plan,modified_date__v,Last Modified Date,DateTime,,
,Object.core_rmp__v,Core Risk Management Plan,created_by__v,Created By,Relationship,,Object.user__sys
,Object.core_rmp__v,Core Risk Management Plan,created_date__v,Created Date,DateTime,,
,Object.core_rmp__v,Core Risk Management Plan,effective_version__v,Effective Version,Number,,
,Object.core_rmp__v,Core Risk Management Plan,global_id__sys,Global ID,String,200,
,Object.core_rmp__v,Core Risk Management Plan,lifecycle__v,Lifecycle,String,100,
,Object.core_rmp__v,Core Risk Management Plan,link__sys,Link,String,255,
,Object.core_rmp__v,Core Risk Management Plan,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.core_rmp__v,Core Risk Management Plan,name__v,Name,String,128,
,Object.core_rmp__v,Core Risk Management Plan,product__v,Product,Relationship,,Object.product__v
,Object.core_rmp__v,Core Risk Management Plan,product_family__v,Product Family,Relationship,,Object.product_family__v
,Object.core_rmp__v,Core Risk Management Plan,product_launch_date__v,Product Launch Date,Date,,
,Object.core_rmp__v,Core Risk Management Plan,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.core_rmp__v,Core Risk Management Plan,state__v,Lifecycle State,String,100,
,Object.core_rmp__v,Core Risk Management Plan,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.core_rmp__v,Core Risk Management Plan,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.core_rmp__v,Core Risk Management Plan,substance__v,Substance,Relationship,,Object.substance__v
,Object.core_rmp_version__v,Core Risk Management Plan Version,id,ID,String,100,
,Object.core_rmp_version__v,Core Risk Management Plan Version,modified_date__v,Last Modified Date,DateTime,,
,Object.core_rmp_version__v,Core Risk Management Plan Version,based_on__v,Based On,Relationship,,Object.core_rmp_version__v
,Object.core_rmp_version__v,Core Risk Management Plan Version,core_rmp__v,Core Risk Management Plan,Relationship,,Object.core_rmp__v
,Object.core_rmp_version__v,Core Risk Management Plan Version,created_by__v,Created By,Relationship,,Object.user__sys
,Object.core_rmp_version__v,Core Risk Management Plan Version,created_date__v,Created Date,DateTime,,
,Object.core_rmp_version__v,Core Risk Management Plan Version,data_lock_point__v,Data Lock Point,Date,,
,Object.core_rmp_version__v,Core Risk Management Plan Version,effective_date__v,Effective Date,Date,,
,Object.core_rmp_version__v,Core Risk Management Plan Version,global_id__sys,Global ID,String,200,
,Object.core_rmp_version__v,Core Risk Management Plan Version,lifecycle__v,Lifecycle,String,100,
,Object.core_rmp_version__v,Core Risk Management Plan Version,link__sys,Link,String,255,
,Object.core_rmp_version__v,Core Risk Management Plan Version,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.core_rmp_version__v,Core Risk Management Plan Version,name__v,Name,String,128,
,Object.core_rmp_version__v,Core Risk Management Plan Version,product__v,Product,Relationship,,Object.product__v
,Object.core_rmp_version__v,Core Risk Management Plan Version,product_family__v,Product Family,Relationship,,Object.product_family__v
,Object.core_rmp_version__v,Core Risk Management Plan Version,rationale_for_latest_version__v,Rationale for Latest Version,LongText,5000,
,Object.core_rmp_version__v,Core Risk Management Plan Version,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.core_rmp_version__v,Core Risk Management Plan Version,state__v,Lifecycle State,String,100,
,Object.core_rmp_version__v,Core Risk Management Plan Version,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.core_rmp_version__v,Core Risk Management Plan Version,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.core_rmp_version__v,Core Risk Management Plan Version,summary_of_significant_changes__v,Summary of Significant Changes,LongText,5000,
,Object.core_rmp_version__v,Core Risk Management Plan Version,version__v,Version,Number,,
,Object.country__v,Country,id,ID,String,100,
,Object.country__v,Country,modified_date__v,Last Modified Date,DateTime,,
,Object.country__v,Country,abbreviation_2__v,Code (2-letter),String,2,
,Object.country__v,Country,abbreviation__v,Code (3-letter),String,3,
,Object.country__v,Country,abbreviation_alias__v,Country Code Alias,String,100,
,Object.country__v,Country,agency__v,Agency,Relationship,,Object.organization__v
,Object.country__v,Country,code__sys,Code,String,2,
,Object.country__v,Country,country_cda__v,Country,Picklist,46,Picklist.picklist__sys
,Object.country__v,Country,created_by__v,Created By,Relationship,,Object.user__sys
,Object.country__v,Country,created_date__v,Created Date,DateTime,,
,Object.country__v,Country,external_id__v,External ID,String,50,
,Object.country__v,Country,global_id__sys,Global ID,String,200,
,Object.country__v,Country,link__sys,Link,String,255,
,Object.country__v,Country,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.country__v,Country,name__v,Name,String,128,
,Object.country__v,Country,region__v,Region,Relationship,,Object.region__v
,Object.country__v,Country,rmp_required__v,RMP Required,Picklist,46,Picklist.picklist__sys
,Object.country__v,Country,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.country_state_province__v,Country State / Province,id,ID,String,100,
,Object.country_state_province__v,Country State / Province,modified_date__v,Last Modified Date,DateTime,,
,Object.country_state_province__v,Country State / Province,country__v,Country,Relationship,,Object.country__v
,Object.country_state_province__v,Country State / Province,created_by__v,Created By,Relationship,,Object.user__sys
,Object.country_state_province__v,Country State / Province,created_date__v,Created Date,DateTime,,
,Object.country_state_province__v,Country State / Province,domestic_state_code__v,Domestic State Code,String,3,
,Object.country_state_province__v,Country State / Province,global_id__sys,Global ID,String,200,
,Object.country_state_province__v,Country State / Province,iso_31662__v,ISO 3166-2,String,5,
,Object.country_state_province__v,Country State / Province,lifecycle__v,Lifecycle,String,100,
,Object.country_state_province__v,Country State / Province,link__sys,Link,String,255,
,Object.country_state_province__v,Country State / Province,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.country_state_province__v,Country State / Province,name__v,Name,String,40,
,Object.country_state_province__v,Country State / Province,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.country_state_province__v,Country State / Province,state__v,Lifecycle State,String,100,
,Object.country_state_province__v,Country State / Province,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.country_state_province__v,Country State / Province,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.crosslink_source_event__sys,Crosslink Source Event,id,ID,String,100,
,Object.crosslink_source_event__sys,Crosslink Source Event,modified_date__v,Last Modified Date,DateTime,,
,Object.crosslink_source_event__sys,Crosslink Source Event,created_by__v,Created By,Relationship,,Object.user__sys
,Object.crosslink_source_event__sys,Crosslink Source Event,created_date__v,Created Date,DateTime,,
,Object.crosslink_source_event__sys,Crosslink Source Event,crosslink_vault_id__v,Crosslink Vault ID,String,255,
,Object.crosslink_source_event__sys,Crosslink Source Event,doc_ver__v,Document,Relationship,,Document.document_version__sys
,Object.crosslink_source_event__sys,Crosslink Source Event,document_unbound__v,Document (unbound),Number,,
,Object.crosslink_source_event__sys,Crosslink Source Event,global_id__sys,Global ID,String,36,
,Object.crosslink_source_event__sys,Crosslink Source Event,link__sys,Link,String,255,
,Object.crosslink_source_event__sys,Crosslink Source Event,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.crosslink_source_event__sys,Crosslink Source Event,name__v,Name,String,128,
,Object.crosslink_source_event__sys,Crosslink Source Event,source_version_event__sys,Source Version Event,Picklist,46,Picklist.picklist__sys
,Object.crosslink_source_event__sys,Crosslink Source Event,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.currency__sys,Currency,id,ID,String,100,
,Object.currency__sys,Currency,modified_date__v,Last Modified Date,DateTime,,
,Object.currency__sys,Currency,abbreviation__sys,Abbreviation,Picklist,46,Picklist.picklist__sys
,Object.currency__sys,Currency,created_by__v,Created By,Relationship,,Object.user__sys
,Object.currency__sys,Currency,created_date__v,Created Date,DateTime,,
,Object.currency__sys,Currency,global_id__sys,Global ID,String,200,
,Object.currency__sys,Currency,link__sys,Link,String,255,
,Object.currency__sys,Currency,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.currency__sys,Currency,name__v,Name,String,128,
,Object.currency__sys,Currency,rate__sys,Rate,Number,,
,Object.currency__sys,Currency,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.custom_ash__c,Custom ASH,id,ID,String,100,
,Object.custom_ash__c,Custom ASH,modified_date__v,Last Modified Date,DateTime,,
,Object.custom_ash__c,Custom ASH,address_2__c,Address 2,String,100,
,Object.custom_ash__c,Custom ASH,age__c,Age,Number,,
,Object.custom_ash__c,Custom ASH,created_by__v,Created By,Relationship,,Object.user__sys
,Object.custom_ash__c,Custom ASH,created_date__v,Created Date,DateTime,,
,Object.custom_ash__c,Custom ASH,cust_two__c,cust two,String,20,
,Object.custom_ash__c,Custom ASH,date_of_birth__c,Date of birth,DateTime,,
,Object.custom_ash__c,Custom ASH,global_id__sys,Global ID,String,200,
,Object.custom_ash__c,Custom ASH,lifecycle__v,Lifecycle,String,100,
,Object.custom_ash__c,Custom ASH,link__sys,Link,String,255,
,Object.custom_ash__c,Custom ASH,look_val__c,LookUp val,Relationship,,Object.user__sys
,Object.custom_ash__c,Custom ASH,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.custom_ash__c,Custom ASH,name__v,Name,String,128,
,Object.custom_ash__c,Custom ASH,object_type__v,Custom ASH Type,Relationship,,Object.object_type__v
,Object.custom_ash__c,Custom ASH,phone_no__c,Phone No.,String,10,
,Object.custom_ash__c,Custom ASH,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.custom_ash__c,Custom ASH,state__v,Lifecycle State,String,100,
,Object.custom_ash__c,Custom ASH,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.custom_ash__c,Custom ASH,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.custom_cv__c,custom_cv,id,ID,String,100,
,Object.custom_cv__c,custom_cv,modified_date__v,Last Modified Date,DateTime,,
,Object.custom_cv__c,custom_cv,created_by__v,Created By,Relationship,,Object.user__sys
,Object.custom_cv__c,custom_cv,created_date__v,Created Date,DateTime,,
,Object.custom_cv__c,custom_cv,custom_date__c,custom date,Date,,
,Object.custom_cv__c,custom_cv,custom_lookup__c,custom lookup,String,128,
,Object.custom_cv__c,custom_cv,custom_text__c,custom_text,String,20,
,Object.custom_cv__c,custom_cv,global_id__sys,Global ID,String,200,
,Object.custom_cv__c,custom_cv,lifecycle__v,Lifecycle,String,100,
,Object.custom_cv__c,custom_cv,link__sys,Link,String,255,
,Object.custom_cv__c,custom_cv,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.custom_cv__c,custom_cv,name__v,Name,String,128,
,Object.custom_cv__c,custom_cv,object_type__v,custom_cv Type,Relationship,,Object.object_type__v
,Object.custom_cv__c,custom_cv,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.custom_cv__c,custom_cv,state__v,Lifecycle State,String,100,
,Object.custom_cv__c,custom_cv,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.custom_cv__c,custom_cv,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.custom_object__c,custom_object,id,ID,String,100,
,Object.custom_object__c,custom_object,modified_date__v,Last Modified Date,DateTime,,
,Object.custom_object__c,custom_object,created_by__v,Created By,Relationship,,Object.user__sys
,Object.custom_object__c,custom_object,created_date__v,Created Date,DateTime,,
,Object.custom_object__c,custom_object,cust_lookup__c,Cust_lookup,String,30,
,Object.custom_object__c,custom_object,date_field__c,Date_field,DateTime,,
,Object.custom_object__c,custom_object,global_id__sys,Global ID,String,200,
,Object.custom_object__c,custom_object,lifecycle__v,Lifecycle,String,100,
,Object.custom_object__c,custom_object,link__sys,Link,String,255,
,Object.custom_object__c,custom_object,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.custom_object__c,custom_object,name__v,Name,String,128,
,Object.custom_object__c,custom_object,picklist_field__c,Picklist_field,Picklist,46,Picklist.picklist__sys
,Object.custom_object__c,custom_object,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.custom_object__c,custom_object,state__v,Lifecycle State,String,100,
,Object.custom_object__c,custom_object,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.custom_object__c,custom_object,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.custom_object__c,custom_object,text_field__c,Text_field,String,20,
,Object.custom_object_ch__c,custom_object_ch,id,ID,String,100,
,Object.custom_object_ch__c,custom_object_ch,modified_date__v,Last Modified Date,DateTime,,
,Object.custom_object_ch__c,custom_object_ch,created_by__v,Created By,Relationship,,Object.user__sys
,Object.custom_object_ch__c,custom_object_ch,created_date__v,Created Date,DateTime,,
,Object.custom_object_ch__c,custom_object_ch,custom_textfield__c,custom_text_field,String,20,
,Object.custom_object_ch__c,custom_object_ch,due_date__c,due_date,Date,,
,Object.custom_object_ch__c,custom_object_ch,global_id__sys,Global ID,String,200,
,Object.custom_object_ch__c,custom_object_ch,join_date__c,join_date,Date,,
,Object.custom_object_ch__c,custom_object_ch,lifecycle__v,Lifecycle,String,100,
,Object.custom_object_ch__c,custom_object_ch,link__sys,Link,String,255,
,Object.custom_object_ch__c,custom_object_ch,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.custom_object_ch__c,custom_object_ch,name__v,Name,String,128,
,Object.custom_object_ch__c,custom_object_ch,sample_lookup__c,sample_lookup,String,61,
,Object.custom_object_ch__c,custom_object_ch,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.custom_object_ch__c,custom_object_ch,state__v,Lifecycle State,String,100,
,Object.custom_object_ch__c,custom_object_ch,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.custom_object_ch__c,custom_object_ch,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.custom_object_for_testing__c,custom_object _for_testing,id,ID,String,100,
,Object.custom_object_for_testing__c,custom_object _for_testing,modified_date__v,Last Modified Date,DateTime,,
,Object.custom_object_for_testing__c,custom_object _for_testing,created_by__v,Created By,Relationship,,Object.user__sys
,Object.custom_object_for_testing__c,custom_object _for_testing,created_date__v,Created Date,DateTime,,
,Object.custom_object_for_testing__c,custom_object _for_testing,global_id__sys,Global ID,String,200,
,Object.custom_object_for_testing__c,custom_object _for_testing,link__sys,Link,String,255,
,Object.custom_object_for_testing__c,custom_object _for_testing,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.custom_object_for_testing__c,custom_object _for_testing,name__v,Name,String,128,
,Object.custom_object_for_testing__c,custom_object _for_testing,object_type__v,custom_object _for_testing Type,Relationship,,Object.object_type__v
,Object.custom_object_for_testing__c,custom_object _for_testing,sdfasf__c,sdfasf,Number,,
,Object.custom_object_for_testing__c,custom_object _for_testing,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.custom_object_for_testing__c,custom_object _for_testing,test_num__c,test_num,Number,,
,Object.custom_object_vi__c,custom_object_vi,id,ID,String,100,
,Object.custom_object_vi__c,custom_object_vi,modified_date__v,Last Modified Date,DateTime,,
,Object.custom_object_vi__c,custom_object_vi,created_by__v,Created By,Relationship,,Object.user__sys
,Object.custom_object_vi__c,custom_object_vi,created_date__v,Created Date,DateTime,,
,Object.custom_object_vi__c,custom_object_vi,custom_date_field_v__c,custom_birth_date,Date,,
,Object.custom_object_vi__c,custom_object_vi,custom_lookup_vi__c,custom_lookup_vi,Relationship,,Object.user__sys
,Object.custom_object_vi__c,custom_object_vi,custom_text_field_vi__c,custom_text_field_vi,String,50,
,Object.custom_object_vi__c,custom_object_vi,death_date__c,custom_death_date,Date,,
,Object.custom_object_vi__c,custom_object_vi,global_id__sys,Global ID,String,200,
,Object.custom_object_vi__c,custom_object_vi,lifecycle__v,Lifecycle,String,100,
,Object.custom_object_vi__c,custom_object_vi,link__sys,Link,String,255,
,Object.custom_object_vi__c,custom_object_vi,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.custom_object_vi__c,custom_object_vi,name__v,Name,String,128,
,Object.custom_object_vi__c,custom_object_vi,object_type__v,custom_object_vi Type,Relationship,,Object.object_type__v
,Object.custom_object_vi__c,custom_object_vi,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.custom_object_vi__c,custom_object_vi,state__v,Lifecycle State,String,100,
,Object.custom_object_vi__c,custom_object_vi,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.custom_object_vi__c,custom_object_vi,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,id,ID,String,100,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,modified_date__v,Last Modified Date,DateTime,,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,created_by__v,Created By,Relationship,,Object.user__sys
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,created_date__v,Created Date,DateTime,,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,delegate_name__sys,Delegate Name,String,128,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,delegate_title__sys,Delegate Title,String,128,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,delegate_user__sys,Delegate User,Relationship,,Object.user__sys
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,global_id__sys,Global ID,String,200,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,link__sys,Link,String,255,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,name__v,Name,String,128,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,signature_instructions__sys,Signature Instructions,String,255,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,signature_meaning__sys,Signature Meaning,String,128,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,signature_name__sys,Signature Name,String,128,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,signature_status__sys,Signature Status,Picklist,46,Picklist.picklist__sys
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,signature_time__sys,Signature Time,String,128,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,signature_title__sys,Signature Title,String,128,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,signature_type__sys,Signature Type,Picklist,46,Picklist.picklist__sys
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,signed_record__sys,Signed Record,Relationship,,Object.custom_object_vi__c
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,signer__sys,Signer,Relationship,,Object.user__sys
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,task_label__sys,Task Label,String,128,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,verdict__sys,Verdict,String,128,
,Object.custom_object_vi_sig__sys,custom_object_vi Signature,workflow_label__sys,Workflow Label,String,128,
,Object.custom_object_vishal__c,custom_object_vishal,id,ID,String,100,
,Object.custom_object_vishal__c,custom_object_vishal,modified_date__v,Last Modified Date,DateTime,,
,Object.custom_object_vishal__c,custom_object_vishal,created_by__v,Created By,Relationship,,Object.user__sys
,Object.custom_object_vishal__c,custom_object_vishal,created_date__v,Created Date,DateTime,,
,Object.custom_object_vishal__c,custom_object_vishal,custom_age__c,custom_age,Number,,
,Object.custom_object_vishal__c,custom_object_vishal,global_id__sys,Global ID,String,200,
,Object.custom_object_vishal__c,custom_object_vishal,lifecycle__v,Lifecycle,String,100,
,Object.custom_object_vishal__c,custom_object_vishal,link__sys,Link,String,255,
,Object.custom_object_vishal__c,custom_object_vishal,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.custom_object_vishal__c,custom_object_vishal,name__v,Name,String,128,
,Object.custom_object_vishal__c,custom_object_vishal,object_type__v,custom_object_vishal Type,Relationship,,Object.object_type__v
,Object.custom_object_vishal__c,custom_object_vishal,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.custom_object_vishal__c,custom_object_vishal,state__v,Lifecycle State,String,100,
,Object.custom_object_vishal__c,custom_object_vishal,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.custom_object_vishal__c,custom_object_vishal,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.custom_sample__c,custom sample,id,ID,String,100,
,Object.custom_sample__c,custom sample,modified_date__v,Last Modified Date,DateTime,,
,Object.custom_sample__c,custom sample,created_by__v,Created By,Relationship,,Object.user__sys
,Object.custom_sample__c,custom sample,created_date__v,Created Date,DateTime,,
,Object.custom_sample__c,custom sample,global_id__sys,Global ID,String,200,
,Object.custom_sample__c,custom sample,lifecycle__v,Lifecycle,String,100,
,Object.custom_sample__c,custom sample,link__sys,Link,String,255,
,Object.custom_sample__c,custom sample,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.custom_sample__c,custom sample,name__v,Name,String,128,
,Object.custom_sample__c,custom sample,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.custom_sample__c,custom sample,state__v,Lifecycle State,String,100,
,Object.custom_sample__c,custom sample,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.custom_sample__c,custom sample,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.custom_temp__c,custom_temp,id,ID,String,100,
,Object.custom_temp__c,custom_temp,modified_date__v,Last Modified Date,DateTime,,
,Object.custom_temp__c,custom_temp,created_by__v,Created By,Relationship,,Object.user__sys
,Object.custom_temp__c,custom_temp,created_date__v,Created Date,DateTime,,
,Object.custom_temp__c,custom_temp,custom_lookup__c,custom_lookup,String,128,
,Object.custom_temp__c,custom_temp,custom_text__c,custom_text,String,20,
,Object.custom_temp__c,custom_temp,custome_date__c,custome_date,Date,,
,Object.custom_temp__c,custom_temp,global_id__sys,Global ID,String,200,
,Object.custom_temp__c,custom_temp,lifecycle__v,Lifecycle,String,100,
,Object.custom_temp__c,custom_temp,link__sys,Link,String,255,
,Object.custom_temp__c,custom_temp,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.custom_temp__c,custom_temp,name__v,Name,String,128,
,Object.custom_temp__c,custom_temp,object_type__v,custom_temp Type,Relationship,,Object.object_type__v
,Object.custom_temp__c,custom_temp,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.custom_temp__c,custom_temp,state__v,Lifecycle State,String,100,
,Object.custom_temp__c,custom_temp,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.custom_temp__c,custom_temp,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.custom_user_jeev__c,custom,id,ID,String,100,
,Object.custom_user_jeev__c,custom,modified_date__v,Last Modified Date,DateTime,,
,Object.custom_user_jeev__c,custom,created_by__v,Created By,Relationship,,Object.user__sys
,Object.custom_user_jeev__c,custom,created_date__v,Created Date,DateTime,,
,Object.custom_user_jeev__c,custom,global_id__sys,Global ID,String,200,
,Object.custom_user_jeev__c,custom,lifecycle__v,Lifecycle,String,100,
,Object.custom_user_jeev__c,custom,link__sys,Link,String,255,
,Object.custom_user_jeev__c,custom,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.custom_user_jeev__c,custom,name__v,Name,String,128,
,Object.custom_user_jeev__c,custom,object_type__v,custom Type,Relationship,,Object.object_type__v
,Object.custom_user_jeev__c,custom,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.custom_user_jeev__c,custom,state__v,Lifecycle State,String,100,
,Object.custom_user_jeev__c,custom,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.custom_user_jeev__c,custom,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.customj_jeev__c,Customj,id,ID,String,100,
,Object.customj_jeev__c,Customj,modified_date__v,Last Modified Date,DateTime,,
,Object.customj_jeev__c,Customj,created_by__v,Created By,Relationship,,Object.user__sys
